y_predict,y_score,y_true
0,0.44762215,1
0,0.40501267,1
1,0.9878278,1
1,0.9903004,1
0,0.46919924,1
1,0.95394784,1
0,0.27034965,1
0,0.010768925,1
0,0.0029718066,1
1,0.71881294,1
1,0.6776473,1
1,0.6473912,1
0,0.17664765,1
0,0.0382972,1
1,0.9819566,1
0,0.17774755,1
0,0.097750574,1
1,0.99960095,1
1,0.9884632,1
0,0.47852033,1
1,0.9999168,1
0,0.0003650126,1
1,0.97480804,1
0,0.038814183,1
1,0.93808997,1
0,0.40820464,1
1,0.6304903,1
0,0.0012046191,1
1,0.9793981,1
0,0.00038441282,1
0,0.18388695,1
1,0.55108863,1
0,0.25922465,1
0,0.028511574,1
0,0.26363143,1
1,0.9961773,1
1,0.99919504,1
0,0.42034045,1
1,0.9996275,1
0,0.36106944,1
1,0.8976996,1
0,0.0049179257,1
0,1.8819306e-06,1
1,0.6378166,1
1,0.5362143,1
1,0.90119344,1
0,0.007193185,1
1,0.9995952,1
1,0.9426725,1
1,0.6153859,1
0,0.31263638,1
1,0.8576852,1
1,0.9907554,1
1,0.9609646,1
0,0.48998705,1
0,0.20751649,1
1,0.99856794,1
1,0.9209199,1
1,0.99551916,1
0,0.052474108,1
0,0.44986314,1
0,0.036481757,1
1,0.7844341,1
0,0.05867664,1
0,0.06140293,1
0,0.3662095,1
1,0.975069,1
1,0.5064152,1
0,0.13232654,1
0,0.10859256,1
1,0.95502675,1
1,0.87929195,1
0,0.00092215906,1
0,0.03163961,1
1,0.72296935,1
0,0.034960546,1
0,0.07353252,1
0,0.049433794,1
0,0.4847323,1
0,0.31387854,1
0,0.46702847,1
0,0.4655249,1
0,0.002450011,1
0,6.181549e-05,1
0,0.011950677,1
0,0.00033298245,1
0,0.11614014,1
1,0.99524117,1
0,0.1660366,1
0,0.4527366,1
0,0.0021676538,1
1,0.98293984,1
0,0.05115218,1
0,0.3955263,1
0,0.18963408,1
0,0.0001741339,1
0,0.44862413,1
1,0.95539165,1
1,0.6380811,1
0,0.3632234,1
0,0.026950508,1
1,0.9862179,1
1,0.860801,1
1,0.5353275,1
0,8.11448e-05,1
1,0.93315995,1
0,0.0010100742,1
0,0.17817613,1
0,0.033056717,1
1,0.7578337,1
1,0.8986909,1
0,0.3497268,1
1,0.7956722,1
1,0.91673493,1
1,0.959383,1
0,0.4343642,1
0,0.00391134,1
1,0.9953172,1
0,0.40899938,1
0,0.39099792,1
0,0.0017060953,1
0,0.3633471,1
1,0.6269827,1
0,0.021242885,1
1,0.97733545,1
0,0.1911457,1
0,0.37532198,1
1,0.6582061,1
0,0.002435128,1
1,0.9794095,1
1,0.9979341,1
0,0.47768793,1
0,0.00037309763,1
1,0.9997553,1
1,0.98859185,1
1,0.9341681,1
1,0.8222238,1
0,0.2031881,1
0,0.119975425,1
0,0.2149499,1
0,0.018127734,1
1,0.9682594,1
1,0.99998486,1
0,0.012069609,1
0,0.00010111316,1
0,0.3417176,1
1,0.8617792,1
0,0.039807934,1
1,0.81829953,1
0,0.00054551417,1
1,0.9979862,1
1,0.99955875,1
0,0.01079388,1
1,0.6005499,1
0,0.44314873,1
0,0.0059760967,1
1,0.9520341,1
0,0.49191204,1
1,0.9748321,1
0,0.4104163,1
1,0.99966645,1
1,0.9983872,1
0,0.3452544,1
1,0.99617285,1
0,0.3546573,1
0,0.4635035,1
0,0.0019641134,1
0,0.13080081,1
1,0.9442416,1
1,0.8352688,1
1,0.98391485,1
0,0.20760004,1
0,0.37907445,1
1,0.94802237,1
0,0.056892052,1
1,0.5832342,1
0,0.0128879165,1
0,0.25146842,1
1,0.7400191,1
1,0.99930954,1
1,0.9991303,1
1,0.7297715,1
0,0.007318838,1
0,0.047083993,1
1,0.9981146,1
1,0.983032,1
0,0.0016535935,1
1,0.9703677,1
1,0.5888744,1
0,0.038232908,1
1,0.97048587,1
1,0.97806317,1
1,0.944506,1
0,0.26592988,1
0,0.026505092,1
1,0.9184206,1
1,0.9995939,1
1,0.69203275,1
1,0.79400164,1
0,0.28617597,1
